block,sae_seed,region_source,threshold,step_index,method,metric,target,n,pearson,spearman,partial_pearson_order,partial_spearman_order,partial_n
11,42,attn,0.3,1,raw,O_c,leak_b_to_a_rate,200,0.11008448923624782,0.06294796838519531,0.11026562674606698,0.06378876561561973,199
11,42,attn,0.3,1,raw,O_c,rho_a_mean,200,-0.38090509263603395,-0.44018612541473046,-0.3793393539875331,-0.44014613656024565,180
11,42,attn,0.3,1,raw,O_c,rho_b_mean,200,-0.1595170891979753,-0.11863728054559833,-0.1539718825902532,-0.11348636178331702,183
11,42,attn,0.3,1,raw,O_c,metric_leak_a_to_b_mean,200,-0.040545906731331786,-0.10641803914549543,-0.04366369754015452,-0.10986629143400972,183
11,42,attn,0.3,1,raw,O_c,metric_leak_b_to_a_mean,200,0.41076688436540926,0.45463987840909537,0.41068951962983136,0.45687675526875904,180
11,42,attn,0.3,1,topk,r,missing_asym_b_minus_a,200,0.20887131513686286,0.147736356015334,0.20889227651175363,0.14794327347213326,200
11,42,attn,0.3,1,topk,r,merged_rate,200,0.10558143680606012,0.08869340719316664,0.10583148708950799,0.08878825043805201,200
11,42,attn,0.3,1,topk,r,leak_a_to_b_rate,200,0.18496190471467286,0.16957024743415194,0.1861632284619763,0.17131590702362035,199
11,42,attn,0.3,1,topk,r,leak_b_to_a_rate,200,-0.0027354546416685174,0.024944472600721333,-0.0025776796351158343,0.025676102712583096,199
11,42,attn,0.3,1,topk,r,rho_a_mean,200,-0.26883767684920984,-0.2720696762390301,-0.26882899565909774,-0.2722597272986536,180
11,42,attn,0.3,1,topk,r,rho_b_mean,200,0.48239867949849685,0.5545929862001185,0.48617622414384165,0.5577610811920355,183
11,42,attn,0.3,1,topk,r,metric_leak_a_to_b_mean,200,-0.3927738112684252,-0.4245608714065717,-0.39149843017995467,-0.42323294039954096,183
11,42,attn,0.3,1,topk,r,metric_leak_b_to_a_mean,200,0.5652438008157985,0.5758783453859594,0.5654057155835429,0.5758533159517354,180
11,42,attn,0.3,1,topk,O,missing_asym_b_minus_a,200,-0.12948799968124552,-0.1314261514701121,-0.12950099450776537,-0.13161022508443823,200
11,42,attn,0.3,1,topk,O,merged_rate,200,-0.009897674994866983,0.019415403957043748,-0.009921115824171912,0.019436165589394126,200
11,42,attn,0.3,1,topk,O,leak_a_to_b_rate,200,0.11959710694089888,0.08164493394977686,0.12000096360211711,0.08228875162306723,199
11,42,attn,0.3,1,topk,O,leak_b_to_a_rate,200,0.09863773708001264,0.09222659612320312,0.0986609093018008,0.0927805397633943,199
11,42,attn,0.3,1,topk,O,rho_a_mean,200,-0.04857073346267266,-0.19477172955902974,-0.04862063497568126,-0.1972467651382349,180
11,42,attn,0.3,1,topk,O,rho_b_mean,200,0.19556870313461516,0.38775530221816884,0.19824848658225738,0.3897878711837047,183
11,42,attn,0.3,1,topk,O,metric_leak_a_to_b_mean,200,-0.05377132405661153,-0.09708324367205144,-0.052399382753646764,-0.09555882256527415,183
11,42,attn,0.3,1,topk,O,metric_leak_b_to_a_mean,200,0.4387690735117945,0.4817643295900778,0.43833449919060413,0.48247557871017344,180
11,42,attn,0.3,1,topk,O_c,missing_asym_b_minus_a,200,-0.1590910279721039,-0.08948055654261468,-0.15910699362385886,-0.08960588174821849,200
11,42,attn,0.3,1,topk,O_c,merged_rate,200,0.1554374109949273,0.14223022111978997,0.1558055360162706,0.142382313322792,200
11,42,attn,0.3,1,topk,O_c,leak_a_to_b_rate,200,0.13604330404950182,0.10651650586453656,0.1369487175358431,0.10770064224495798,199
11,42,attn,0.3,1,topk,O_c,leak_b_to_a_rate,200,0.1128311395955758,0.06527515435221269,0.11299070630870434,0.06604215265160289,199
11,42,attn,0.3,1,topk,O_c,rho_a_mean,200,-0.1061087580671685,-0.2474217472289927,-0.10617422452055442,-0.2512556117125982,180
11,42,attn,0.3,1,topk,O_c,rho_b_mean,200,0.04169314855819544,0.172071984024013,0.044855028027121345,0.17442876636923627,183
11,42,attn,0.3,1,topk,O_c,metric_leak_a_to_b_mean,200,-0.062221002631673364,-0.10243699463164781,-0.06029925298201964,-0.10016858354352935,183
11,42,attn,0.3,1,topk,O_c,metric_leak_b_to_a_mean,200,0.5521244381703097,0.565309655838827,0.5515518397605861,0.5666029521622777,180
11,42,attn,0.3,4,pre,r,missing_asym_b_minus_a,200,0.3299199906836289,0.2725052811404576,0.3299530999528656,0.27288694819424697,200
